Transaction_ID,Date,Year,Month,Quarter,Region,Zone,Channel,Therapy_Area,Product,Quantity,Unit_Price,Unit_Cost,Revenue,Profit
TXN2079,2023-07-04,2023,7,Q3,South,Zone B,Distributor,Cardiovascular,Telmisartan 40mg,103,353.39,179.9,36399.17,17869.47
TXN2080,2023-07-23,2023,7,Q3,West,Zone D,Hospital,Oncology,Capecitabine 500mg,106,497.84,262.49,52771.04,24947.1
TXN2081,2022-05-17,2022,5,Q2,West,Zone D,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,101,457.55,224.85,46212.55,23502.7
TXN2082,2023-12-15,2023,12,Q4,West,Zone D,Hospital,Respiratory,Montelukast 10mg,486,161.36,91.38,78420.96,34010.28
TXN2083,2022-10-21,2022,10,Q4,West,Zone D,Retail Pharmacy,Oncology,Capecitabine 500mg,233,577.24,268.32,134496.92,71978.36
TXN2084,2022-03-01,2022,3,Q1,East,Zone C,Hospital,Oncology,Capecitabine 500mg,116,208.03,97.41,24131.48,12831.92
TXN2085,2023-01-16,2023,1,Q1,North,Zone A,Distributor,Diabetes,Glipizide 5mg,319,615.21,422.46,196251.99,61487.25
TXN2086,2022-04-26,2022,4,Q2,East,Zone C,Hospital,Respiratory,Salbutamol Inhaler,326,675.18,309.59,220108.68,119182.34
TXN2087,2023-11-01,2023,11,Q4,South,Zone B,Hospital,Oncology,Capecitabine 500mg,78,799.18,465.39,62336.04,26035.62
TXN2088,2022-06-12,2022,6,Q2,South,Zone B,Hospital,Oncology,Capecitabine 500mg,383,508.22,209.41,194648.26,114444.23
TXN2089,2022-06-06,2022,6,Q2,North,Zone A,Distributor,Cardiovascular,Telmisartan 40mg,472,300.61,194.01,141887.92,50315.2
TXN2090,2022-04-13,2022,4,Q2,West,Zone D,Distributor,Cardiovascular,Atorvastatin 10mg,187,155.12,87.37,29007.44,12669.25
TXN2091,2022-12-02,2022,12,Q4,East,Zone C,Hospital,Diabetes,Glipizide 5mg,136,587.34,278.92,79878.24,41945.12
TXN2092,2022-12-23,2022,12,Q4,West,Zone D,Retail Pharmacy,Respiratory,Montelukast 10mg,376,132.02,68.54,49639.52,23868.48
TXN2093,2022-01-20,2022,1,Q1,West,Zone D,Retail Pharmacy,Diabetes,Metformin 500mg,162,209.64,125.92,33961.68,13562.64
TXN2094,2022-06-22,2022,6,Q2,North,Zone A,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,171,759.78,398.5,129922.38,61778.88
TXN2095,2022-07-20,2022,7,Q3,North,Zone A,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,297,134.64,78.47,39988.08,16682.49
TXN2096,2022-03-16,2022,3,Q1,West,Zone D,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,164,590.87,352.95,96902.68,39018.88
TXN2097,2023-01-07,2023,1,Q1,South,Zone B,Distributor,Respiratory,Salbutamol Inhaler,291,460.71,272.81,134066.61,54678.9
TXN2098,2022-06-21,2022,6,Q2,North,Zone A,Distributor,Oncology,Imatinib 100mg,252,392.12,214.77,98814.24,44692.2
TXN2099,2023-05-19,2023,5,Q2,West,Zone D,Retail Pharmacy,Neurology,Pregabalin 75mg,58,269.31,178.41,15619.98,5272.2
TXN2100,2023-06-20,2023,6,Q2,West,Zone D,Distributor,Diabetes,Metformin 500mg,66,634.65,301.95,41886.9,21958.2
TXN2101,2023-08-05,2023,8,Q3,East,Zone C,Hospital,Oncology,Capecitabine 500mg,277,691.69,386.8,191598.13,84454.53
TXN2102,2022-04-14,2022,4,Q2,North,Zone A,Distributor,Cardiovascular,Telmisartan 40mg,391,480.22,310.44,187766.02,66383.98
TXN2103,2022-12-06,2022,12,Q4,North,Zone A,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,60,739.9,308.2,44394.0,25902.0
TXN2104,2023-08-04,2023,8,Q3,South,Zone B,Distributor,Oncology,Capecitabine 500mg,319,580.04,283.88,185032.76,94475.04
TXN2105,2023-11-22,2023,11,Q4,West,Zone D,Hospital,Respiratory,Salbutamol Inhaler,485,600.7,307.16,291339.5,142366.9
TXN2106,2022-12-27,2022,12,Q4,North,Zone A,Hospital,Cardiovascular,Telmisartan 40mg,350,363.09,224.83,127081.5,48391.0
TXN2107,2022-07-18,2022,7,Q3,North,Zone A,Hospital,Neurology,Pregabalin 75mg,54,593.68,396.83,32058.72,10629.9
TXN2108,2022-10-19,2022,10,Q4,East,Zone C,Retail Pharmacy,Respiratory,Montelukast 10mg,74,601.14,295.38,44484.36,22626.24
TXN2109,2022-02-16,2022,2,Q1,South,Zone B,Distributor,Respiratory,Salbutamol Inhaler,430,552.69,252.23,237656.7,129197.8
TXN2110,2023-11-06,2023,11,Q4,South,Zone B,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,486,184.13,123.47,89487.18,29480.76
TXN2111,2023-12-13,2023,12,Q4,East,Zone C,Hospital,Neurology,Levetiracetam 250mg,194,744.71,512.72,144473.74,45006.06
TXN2112,2022-01-09,2022,1,Q1,West,Zone D,Hospital,Cardiovascular,Telmisartan 40mg,426,560.79,287.05,238896.54,116613.24
TXN2113,2022-11-14,2022,11,Q4,South,Zone B,Distributor,Diabetes,Metformin 500mg,149,80.71,45.05,12025.79,5313.34
TXN2114,2022-02-10,2022,2,Q1,North,Zone A,Hospital,Oncology,Imatinib 100mg,286,146.56,83.11,41916.16,18146.7
TXN2115,2022-05-22,2022,5,Q2,North,Zone A,Hospital,Cardiovascular,Atorvastatin 10mg,366,616.97,365.28,225811.02,92118.54
TXN2116,2023-08-13,2023,8,Q3,North,Zone A,Distributor,Neurology,Pregabalin 75mg,227,160.59,67.76,36453.93,21072.41
TXN2117,2022-09-05,2022,9,Q3,North,Zone A,Hospital,Cardiovascular,Amlodipine 5mg,428,687.45,424.75,294228.6,112435.6
TXN2118,2022-03-05,2022,3,Q1,North,Zone A,Distributor,Cardiovascular,Atorvastatin 10mg,257,594.87,387.1,152881.59,53396.89
TXN2119,2022-08-10,2022,8,Q3,North,Zone A,Distributor,Respiratory,Montelukast 10mg,476,789.75,437.35,375921.0,167742.4
TXN2120,2022-01-15,2022,1,Q1,North,Zone A,Distributor,Respiratory,Salbutamol Inhaler,180,179.33,102.92,32279.4,13753.8
TXN2121,2022-01-10,2022,1,Q1,North,Zone A,Hospital,Diabetes,Sitagliptin 50mg,365,279.68,182.17,102083.2,35591.15
TXN2122,2023-11-13,2023,11,Q4,East,Zone C,Retail Pharmacy,Oncology,Imatinib 100mg,192,145.13,78.16,27864.96,12858.24
TXN2123,2023-01-14,2023,1,Q1,West,Zone D,Distributor,Neurology,Levetiracetam 250mg,54,613.09,363.82,33106.86,13460.58
TXN2124,2023-04-13,2023,4,Q2,West,Zone D,Retail Pharmacy,Oncology,Imatinib 100mg,260,61.89,26.46,16091.4,9211.8
TXN2125,2023-10-06,2023,10,Q4,East,Zone C,Retail Pharmacy,Neurology,Pregabalin 75mg,161,91.51,40.57,14733.11,8201.34
TXN2126,2022-03-22,2022,3,Q1,South,Zone B,Hospital,Respiratory,Salbutamol Inhaler,355,355.54,161.14,126216.7,69012.0
TXN2127,2022-03-11,2022,3,Q1,South,Zone B,Hospital,Oncology,Imatinib 100mg,156,654.87,297.24,102159.72,55790.28
TXN2128,2023-05-14,2023,5,Q2,South,Zone B,Hospital,Diabetes,Sitagliptin 50mg,139,206.49,123.81,28702.11,11492.52
TXN2129,2023-03-20,2023,3,Q1,West,Zone D,Hospital,Diabetes,Sitagliptin 50mg,337,333.04,177.65,112234.48,52366.43
TXN2130,2023-09-06,2023,9,Q3,South,Zone B,Hospital,Diabetes,Metformin 500mg,125,566.09,248.21,70761.25,39735.0
TXN2131,2023-09-16,2023,9,Q3,South,Zone B,Distributor,Respiratory,Montelukast 10mg,494,502.0,285.06,247988.0,107168.36
TXN2132,2022-12-22,2022,12,Q4,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,106,786.93,439.38,83414.58,36840.3
TXN2133,2022-07-16,2022,7,Q3,East,Zone C,Hospital,Cardiovascular,Amlodipine 5mg,367,402.48,264.58,147710.16,50609.3
TXN2134,2023-03-13,2023,3,Q1,South,Zone B,Retail Pharmacy,Oncology,Imatinib 100mg,150,652.48,436.63,97872.0,32377.5
TXN2135,2023-12-19,2023,12,Q4,South,Zone B,Retail Pharmacy,Neurology,Levetiracetam 250mg,480,758.56,414.75,364108.8,165028.8
TXN2136,2022-01-04,2022,1,Q1,South,Zone B,Retail Pharmacy,Respiratory,Salbutamol Inhaler,428,461.7,215.06,197607.6,105561.92
TXN2137,2022-03-12,2022,3,Q1,East,Zone C,Distributor,Oncology,Capecitabine 500mg,333,752.64,338.2,250629.12,138008.52
TXN2138,2023-05-05,2023,5,Q2,South,Zone B,Hospital,Cardiovascular,Telmisartan 40mg,474,552.91,273.97,262079.34,132217.56
TXN2139,2023-02-07,2023,2,Q1,East,Zone C,Hospital,Neurology,Pregabalin 75mg,93,683.3,322.36,63546.9,33567.42
TXN2140,2022-09-02,2022,9,Q3,East,Zone C,Hospital,Neurology,Pregabalin 75mg,105,321.88,185.4,33797.4,14330.4
TXN2141,2022-02-22,2022,2,Q1,East,Zone C,Hospital,Respiratory,Salbutamol Inhaler,450,455.74,280.09,205083.0,79042.5
TXN2142,2022-12-20,2022,12,Q4,East,Zone C,Retail Pharmacy,Neurology,Levetiracetam 250mg,170,344.29,179.57,58529.3,28002.4
TXN2143,2023-05-22,2023,5,Q2,East,Zone C,Retail Pharmacy,Neurology,Pregabalin 75mg,240,546.41,252.57,131138.4,70521.6
TXN2144,2023-09-11,2023,9,Q3,West,Zone D,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,367,227.43,140.78,83466.81,31800.55
TXN2145,2023-03-04,2023,3,Q1,West,Zone D,Hospital,Respiratory,Montelukast 10mg,487,420.51,183.15,204788.37,115594.32
TXN2146,2022-12-10,2022,12,Q4,South,Zone B,Distributor,Diabetes,Metformin 500mg,345,434.23,191.31,149809.35,83807.4
TXN2147,2022-07-24,2022,7,Q3,North,Zone A,Hospital,Cardiovascular,Telmisartan 40mg,427,267.41,108.13,114184.07,68012.56
TXN2148,2023-10-07,2023,10,Q4,South,Zone B,Retail Pharmacy,Neurology,Pregabalin 75mg,419,309.37,156.96,129626.03,63859.79
TXN2149,2022-08-18,2022,8,Q3,West,Zone D,Retail Pharmacy,Oncology,Imatinib 100mg,52,508.15,336.08,26423.8,8947.64
TXN2150,2023-10-03,2023,10,Q4,West,Zone D,Distributor,Cardiovascular,Atorvastatin 10mg,444,120.37,66.66,53444.28,23847.24
TXN2151,2022-11-16,2022,11,Q4,North,Zone A,Hospital,Oncology,Capecitabine 500mg,195,287.45,149.49,56052.75,26902.2
TXN2152,2022-04-06,2022,4,Q2,North,Zone A,Hospital,Oncology,Imatinib 100mg,222,417.96,273.61,92787.12,32045.7
TXN2153,2022-10-13,2022,10,Q4,West,Zone D,Distributor,Respiratory,Montelukast 10mg,146,215.86,103.77,31515.56,16365.14
TXN2154,2022-08-15,2022,8,Q3,West,Zone D,Distributor,Cardiovascular,Telmisartan 40mg,385,647.05,335.45,249114.25,119966.0
TXN2155,2022-01-26,2022,1,Q1,West,Zone D,Distributor,Oncology,Imatinib 100mg,184,51.76,24.51,9523.84,5014.0
TXN2156,2023-06-20,2023,6,Q2,North,Zone A,Distributor,Oncology,Imatinib 100mg,376,584.05,264.89,219602.8,120004.16
TXN2157,2022-02-20,2022,2,Q1,East,Zone C,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,204,521.41,223.43,106367.64,60787.92
TXN2158,2022-12-19,2022,12,Q4,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,425,78.01,41.62,33154.25,15465.75
TXN2159,2023-08-09,2023,8,Q3,North,Zone A,Hospital,Respiratory,Salbutamol Inhaler,200,472.44,280.79,94488.0,38330.0
TXN2160,2023-12-19,2023,12,Q4,North,Zone A,Distributor,Cardiovascular,Amlodipine 5mg,360,547.63,275.85,197146.8,97840.8
TXN2161,2022-02-26,2022,2,Q1,South,Zone B,Retail Pharmacy,Oncology,Capecitabine 500mg,144,673.68,299.85,97009.92,53831.52
TXN2162,2023-04-05,2023,4,Q2,East,Zone C,Distributor,Neurology,Levetiracetam 250mg,472,401.35,232.58,189437.2,79659.44
TXN2163,2022-10-03,2022,10,Q4,North,Zone A,Distributor,Respiratory,Montelukast 10mg,342,786.99,465.2,269150.58,110052.18
TXN2164,2022-01-13,2022,1,Q1,South,Zone B,Distributor,Oncology,Imatinib 100mg,426,358.11,145.22,152554.86,90691.14
TXN2165,2022-11-10,2022,11,Q4,South,Zone B,Hospital,Respiratory,Salbutamol Inhaler,460,214.79,114.18,98803.4,46280.6
TXN2166,2022-06-22,2022,6,Q2,East,Zone C,Hospital,Respiratory,Salbutamol Inhaler,313,678.97,404.96,212517.61,85765.13
TXN2167,2023-09-04,2023,9,Q3,West,Zone D,Distributor,Oncology,Capecitabine 500mg,243,254.87,117.97,61933.41,33266.7
TXN2168,2023-02-24,2023,2,Q1,North,Zone A,Hospital,Diabetes,Metformin 500mg,411,309.01,215.48,127003.11,38440.83
TXN2169,2023-02-14,2023,2,Q1,East,Zone C,Hospital,Neurology,Pregabalin 75mg,137,555.51,231.62,76104.87,44372.93
TXN2170,2023-06-22,2023,6,Q2,North,Zone A,Retail Pharmacy,Neurology,Levetiracetam 250mg,177,629.18,340.99,111364.86,51009.63
TXN2171,2023-07-09,2023,7,Q3,West,Zone D,Distributor,Respiratory,Montelukast 10mg,180,302.35,174.38,54423.0,23034.6
TXN2172,2023-08-18,2023,8,Q3,South,Zone B,Distributor,Diabetes,Metformin 500mg,120,654.57,331.24,78548.4,38799.6
TXN2173,2022-05-10,2022,5,Q2,South,Zone B,Distributor,Cardiovascular,Amlodipine 5mg,436,253.54,166.46,110543.44,37966.88
TXN2174,2023-10-01,2023,10,Q4,West,Zone D,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,163,715.89,308.32,116690.07,66433.91
TXN2175,2023-12-25,2023,12,Q4,North,Zone A,Distributor,Oncology,Imatinib 100mg,428,379.28,164.55,162331.84,91904.44
TXN2176,2022-03-22,2022,3,Q1,West,Zone D,Distributor,Respiratory,Montelukast 10mg,375,187.4,111.1,70275.0,28612.5
TXN2177,2023-11-27,2023,11,Q4,East,Zone C,Distributor,Neurology,Pregabalin 75mg,70,774.24,313.15,54196.8,32276.3
TXN2178,2022-02-23,2022,2,Q1,North,Zone A,Hospital,Cardiovascular,Atorvastatin 10mg,124,361.14,223.84,44781.36,17025.2
TXN2179,2023-10-27,2023,10,Q4,South,Zone B,Hospital,Diabetes,Glipizide 5mg,320,748.27,512.89,239446.4,75321.6
TXN2180,2023-09-06,2023,9,Q3,West,Zone D,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,341,545.55,373.8,186032.55,58566.75
TXN2181,2023-04-24,2023,4,Q2,West,Zone D,Hospital,Neurology,Pregabalin 75mg,303,470.76,207.3,142640.28,79828.38
TXN2182,2022-12-26,2022,12,Q4,East,Zone C,Retail Pharmacy,Neurology,Pregabalin 75mg,303,135.1,64.07,40935.3,21522.09
TXN2183,2023-12-02,2023,12,Q4,West,Zone D,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,443,198.91,109.09,88117.13,39790.26
TXN2184,2023-06-04,2023,6,Q2,North,Zone A,Distributor,Diabetes,Glipizide 5mg,476,63.55,34.62,30249.8,13770.68
TXN2185,2023-06-21,2023,6,Q2,South,Zone B,Distributor,Cardiovascular,Telmisartan 40mg,458,645.42,449.73,295602.36,89626.02
TXN2186,2022-11-02,2022,11,Q4,East,Zone C,Hospital,Cardiovascular,Amlodipine 5mg,267,679.17,278.25,181338.39,107045.64
TXN2187,2022-05-04,2022,5,Q2,West,Zone D,Hospital,Diabetes,Glipizide 5mg,229,561.1,235.13,128491.9,74647.13
TXN2188,2022-10-19,2022,10,Q4,North,Zone A,Retail Pharmacy,Respiratory,Montelukast 10mg,257,140.2,85.67,36031.4,14014.21
TXN2189,2023-06-15,2023,6,Q2,South,Zone B,Hospital,Cardiovascular,Amlodipine 5mg,240,279.07,177.04,66976.8,24487.2
TXN2190,2022-04-19,2022,4,Q2,East,Zone C,Distributor,Oncology,Capecitabine 500mg,409,721.74,311.56,295191.66,167763.62
TXN2191,2022-11-17,2022,11,Q4,South,Zone B,Hospital,Diabetes,Glipizide 5mg,230,410.07,224.48,94316.1,42685.7
TXN2192,2022-11-08,2022,11,Q4,North,Zone A,Distributor,Oncology,Capecitabine 500mg,370,662.03,424.21,244951.1,87993.4
TXN2193,2023-01-24,2023,1,Q1,East,Zone C,Hospital,Neurology,Levetiracetam 250mg,57,198.52,87.4,11315.64,6333.84
TXN2194,2022-05-07,2022,5,Q2,East,Zone C,Hospital,Cardiovascular,Telmisartan 40mg,443,266.61,118.58,118108.23,65577.29
TXN2195,2023-10-05,2023,10,Q4,North,Zone A,Retail Pharmacy,Respiratory,Montelukast 10mg,336,705.04,365.56,236893.44,114065.28
TXN2196,2023-08-16,2023,8,Q3,South,Zone B,Distributor,Diabetes,Metformin 500mg,265,486.8,295.34,129002.0,50736.9
TXN2197,2022-02-14,2022,2,Q1,West,Zone D,Hospital,Oncology,Imatinib 100mg,214,332.94,199.51,71249.16,28554.02
TXN2198,2022-02-24,2022,2,Q1,West,Zone D,Hospital,Cardiovascular,Telmisartan 40mg,408,168.25,76.08,68646.0,37605.36
TXN2199,2022-04-12,2022,4,Q2,North,Zone A,Hospital,Neurology,Pregabalin 75mg,331,472.12,233.23,156271.72,79072.59
TXN2200,2022-06-01,2022,6,Q2,South,Zone B,Retail Pharmacy,Respiratory,Montelukast 10mg,83,123.21,82.47,10226.43,3381.42
TXN2201,2022-11-15,2022,11,Q4,East,Zone C,Hospital,Cardiovascular,Atorvastatin 10mg,384,492.0,274.31,188928.0,83592.96
TXN2202,2022-05-22,2022,5,Q2,East,Zone C,Retail Pharmacy,Cardiovascular,Amlodipine 5mg,108,731.92,315.11,79047.36,45015.48
TXN2203,2023-08-15,2023,8,Q3,East,Zone C,Hospital,Cardiovascular,Atorvastatin 10mg,329,597.81,320.41,196679.49,91264.6
TXN2204,2022-03-18,2022,3,Q1,East,Zone C,Retail Pharmacy,Respiratory,Salbutamol Inhaler,496,343.06,218.62,170157.76,61722.24
TXN2205,2023-10-25,2023,10,Q4,West,Zone D,Hospital,Neurology,Levetiracetam 250mg,353,238.86,165.84,84317.58,25776.06
TXN2206,2023-12-20,2023,12,Q4,West,Zone D,Hospital,Oncology,Capecitabine 500mg,260,60.46,36.1,15719.6,6333.6
TXN2207,2023-06-10,2023,6,Q2,West,Zone D,Hospital,Cardiovascular,Telmisartan 40mg,171,130.97,55.12,22395.87,12970.35
TXN2208,2023-03-01,2023,3,Q1,North,Zone A,Retail Pharmacy,Neurology,Pregabalin 75mg,233,366.83,190.54,85471.39,41075.57
TXN2209,2023-03-12,2023,3,Q1,North,Zone A,Hospital,Cardiovascular,Telmisartan 40mg,280,657.77,420.35,184175.6,66477.6
TXN2210,2023-05-05,2023,5,Q2,South,Zone B,Hospital,Diabetes,Metformin 500mg,69,569.91,240.09,39323.79,22757.58
TXN2211,2023-03-09,2023,3,Q1,North,Zone A,Hospital,Neurology,Pregabalin 75mg,430,533.32,217.86,229327.6,135647.8
TXN2212,2023-06-22,2023,6,Q2,East,Zone C,Retail Pharmacy,Diabetes,Metformin 500mg,96,143.52,82.65,13777.92,5843.52
TXN2213,2022-03-26,2022,3,Q1,East,Zone C,Hospital,Oncology,Capecitabine 500mg,244,512.35,356.48,125013.4,38032.28
TXN2214,2023-12-26,2023,12,Q4,South,Zone B,Distributor,Diabetes,Sitagliptin 50mg,392,336.06,142.35,131735.52,75934.32
TXN2215,2022-08-21,2022,8,Q3,East,Zone C,Distributor,Neurology,Levetiracetam 250mg,121,457.65,280.77,55375.65,21402.48
TXN2216,2023-08-05,2023,8,Q3,North,Zone A,Retail Pharmacy,Neurology,Levetiracetam 250mg,408,133.25,60.38,54366.0,29730.96
TXN2217,2023-04-21,2023,4,Q2,North,Zone A,Hospital,Respiratory,Montelukast 10mg,121,177.49,88.85,21476.29,10725.44
TXN2218,2023-11-16,2023,11,Q4,South,Zone B,Distributor,Oncology,Capecitabine 500mg,296,59.32,39.39,17558.72,5899.28
TXN2219,2022-02-20,2022,2,Q1,South,Zone B,Hospital,Neurology,Pregabalin 75mg,157,377.23,259.79,59225.11,18438.08
TXN2220,2022-11-25,2022,11,Q4,South,Zone B,Hospital,Cardiovascular,Atorvastatin 10mg,90,448.14,186.2,40332.6,23574.6
TXN2221,2022-05-17,2022,5,Q2,West,Zone D,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,437,622.71,332.65,272124.27,126756.22
TXN2222,2022-04-18,2022,4,Q2,East,Zone C,Retail Pharmacy,Oncology,Imatinib 100mg,335,505.78,283.97,169436.3,74306.35
TXN2223,2022-08-13,2022,8,Q3,South,Zone B,Hospital,Diabetes,Sitagliptin 50mg,276,170.45,85.6,47044.2,23418.6
TXN2224,2023-01-13,2023,1,Q1,West,Zone D,Hospital,Oncology,Imatinib 100mg,271,471.78,283.66,127852.38,50980.52
TXN2225,2022-06-09,2022,6,Q2,West,Zone D,Distributor,Oncology,Capecitabine 500mg,329,769.43,472.97,253142.47,97535.34
TXN2226,2023-05-26,2023,5,Q2,West,Zone D,Retail Pharmacy,Oncology,Imatinib 100mg,486,287.75,188.48,139846.5,48245.22
TXN2227,2023-07-06,2023,7,Q3,East,Zone C,Distributor,Respiratory,Montelukast 10mg,86,231.13,127.8,19877.18,8886.38
TXN2228,2023-03-08,2023,3,Q1,North,Zone A,Distributor,Neurology,Levetiracetam 250mg,264,620.96,426.33,163933.44,51382.32
TXN2229,2023-05-06,2023,5,Q2,West,Zone D,Distributor,Cardiovascular,Telmisartan 40mg,191,522.8,351.51,99854.8,32716.39
TXN2230,2022-11-13,2022,11,Q4,South,Zone B,Distributor,Neurology,Pregabalin 75mg,54,51.18,33.85,2763.72,935.82
TXN2231,2023-09-13,2023,9,Q3,South,Zone B,Distributor,Oncology,Imatinib 100mg,473,422.9,222.44,200031.7,94817.58
TXN2232,2022-11-10,2022,11,Q4,West,Zone D,Hospital,Oncology,Capecitabine 500mg,294,89.78,50.54,26395.32,11536.56
TXN2233,2023-08-07,2023,8,Q3,West,Zone D,Distributor,Cardiovascular,Atorvastatin 10mg,225,138.11,87.8,31074.75,11319.75
TXN2234,2022-07-25,2022,7,Q3,West,Zone D,Retail Pharmacy,Cardiovascular,Telmisartan 40mg,190,758.74,335.73,144160.6,80371.9
TXN2235,2022-08-21,2022,8,Q3,East,Zone C,Distributor,Cardiovascular,Amlodipine 5mg,231,652.66,456.0,150764.46,45428.46
TXN2236,2023-03-16,2023,3,Q1,East,Zone C,Hospital,Oncology,Imatinib 100mg,439,121.68,49.5,53417.52,31687.02
TXN2237,2023-10-15,2023,10,Q4,West,Zone D,Hospital,Oncology,Imatinib 100mg,327,537.57,320.44,175785.39,71001.51
TXN2238,2023-09-12,2023,9,Q3,South,Zone B,Hospital,Respiratory,Salbutamol Inhaler,73,749.1,461.58,54684.3,20988.96
TXN2239,2023-10-17,2023,10,Q4,East,Zone C,Hospital,Respiratory,Salbutamol Inhaler,125,114.82,73.46,14352.5,5170.0
TXN2240,2023-02-01,2023,2,Q1,North,Zone A,Hospital,Oncology,Imatinib 100mg,117,369.91,163.42,43279.47,24159.33
TXN2241,2022-06-17,2022,6,Q2,East,Zone C,Hospital,Neurology,Levetiracetam 250mg,295,165.02,102.31,48680.9,18499.45
TXN2242,2022-03-07,2022,3,Q1,West,Zone D,Hospital,Respiratory,Salbutamol Inhaler,227,389.07,255.68,88318.89,30279.53
TXN2243,2022-02-19,2022,2,Q1,West,Zone D,Retail Pharmacy,Respiratory,Salbutamol Inhaler,148,392.99,256.96,58162.52,20132.44
TXN2244,2023-07-27,2023,7,Q3,East,Zone C,Hospital,Respiratory,Salbutamol Inhaler,75,415.69,253.28,31176.75,12180.75
TXN2245,2022-07-09,2022,7,Q3,East,Zone C,Hospital,Respiratory,Montelukast 10mg,192,63.52,36.02,12195.84,5280.0
TXN2246,2023-04-24,2023,4,Q2,North,Zone A,Hospital,Diabetes,Sitagliptin 50mg,102,403.07,267.41,41113.14,13837.32
TXN2247,2022-04-23,2022,4,Q2,South,Zone B,Hospital,Oncology,Capecitabine 500mg,87,661.89,424.12,57584.43,20685.99
TXN2248,2022-01-16,2022,1,Q1,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,326,175.29,122.33,57144.54,17264.96
TXN2249,2022-09-25,2022,9,Q3,South,Zone B,Distributor,Neurology,Levetiracetam 250mg,358,364.54,251.4,130505.32,40504.12
TXN2250,2023-05-16,2023,5,Q2,East,Zone C,Hospital,Respiratory,Montelukast 10mg,182,386.12,186.23,70273.84,36379.98
TXN2251,2023-03-18,2023,3,Q1,South,Zone B,Hospital,Neurology,Levetiracetam 250mg,291,102.4,61.78,29798.4,11820.42
TXN2252,2023-02-17,2023,2,Q1,North,Zone A,Hospital,Neurology,Pregabalin 75mg,132,284.51,122.84,37555.32,21340.44
TXN2253,2022-05-03,2022,5,Q2,East,Zone C,Retail Pharmacy,Diabetes,Metformin 500mg,64,553.06,361.82,35395.84,12239.36
TXN2254,2022-11-22,2022,11,Q4,West,Zone D,Hospital,Respiratory,Salbutamol Inhaler,380,447.23,225.55,169947.4,84238.4
TXN2255,2022-10-25,2022,10,Q4,East,Zone C,Retail Pharmacy,Diabetes,Metformin 500mg,328,667.45,443.07,218923.6,73596.64
TXN2256,2023-09-21,2023,9,Q3,East,Zone C,Hospital,Oncology,Imatinib 100mg,379,708.12,372.07,268377.48,127362.95
TXN2257,2022-08-14,2022,8,Q3,North,Zone A,Hospital,Diabetes,Glipizide 5mg,189,619.27,342.73,117042.03,52266.06
TXN2258,2023-09-02,2023,9,Q3,North,Zone A,Hospital,Cardiovascular,Telmisartan 40mg,308,686.31,278.72,211383.48,125537.72
TXN2259,2022-08-01,2022,8,Q3,North,Zone A,Retail Pharmacy,Neurology,Pregabalin 75mg,324,400.43,189.01,129739.32,68500.08
TXN2260,2022-11-15,2022,11,Q4,West,Zone D,Distributor,Respiratory,Montelukast 10mg,177,650.27,349.26,115097.79,53278.77
TXN2261,2023-05-02,2023,5,Q2,East,Zone C,Hospital,Diabetes,Sitagliptin 50mg,181,248.78,139.53,45029.18,19774.25
TXN2262,2023-05-12,2023,5,Q2,West,Zone D,Retail Pharmacy,Cardiovascular,Atorvastatin 10mg,444,625.98,430.81,277935.12,86655.48
TXN2263,2022-04-10,2022,4,Q2,South,Zone B,Hospital,Diabetes,Metformin 500mg,497,722.75,374.7,359206.75,172980.85
TXN2264,2023-03-14,2023,3,Q1,South,Zone B,Retail Pharmacy,Oncology,Imatinib 100mg,236,724.11,491.91,170889.96,54799.2
TXN2265,2022-07-10,2022,7,Q3,East,Zone C,Distributor,Respiratory,Salbutamol Inhaler,259,658.05,450.21,170434.95,53830.56
TXN2266,2022-07-19,2022,7,Q3,West,Zone D,Hospital,Diabetes,Sitagliptin 50mg,80,157.77,96.71,12621.6,4884.8
TXN2267,2022-11-18,2022,11,Q4,East,Zone C,Distributor,Neurology,Levetiracetam 250mg,444,711.26,368.72,315799.44,152087.76
TXN2268,2023-01-02,2023,1,Q1,West,Zone D,Distributor,Respiratory,Salbutamol Inhaler,349,68.36,43.56,23857.64,8655.2
TXN2269,2022-10-12,2022,10,Q4,West,Zone D,Distributor,Diabetes,Glipizide 5mg,116,97.37,65.63,11294.92,3681.84
TXN2270,2023-06-05,2023,6,Q2,North,Zone A,Hospital,Neurology,Levetiracetam 250mg,151,227.94,109.14,34418.94,17938.8
